CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AggregateRate,Year
753,France,Male,46.0,8,0.0,3,1,0,90747.94,1,3.36,2023
748,France,Male,44.0,4,112610.77,1,0,1,2048.55,0,1.68,2023
465,France,Male,33.0,5,0.0,2,0,1,78698.09,0,2.1,2023
562,France,Male,75.0,5,87140.85,1,1,1,39351.64,0,2.1,2023
536,France,Male,32.0,7,178011.5,2,1,0,22375.14,0,2.94,2023
775,Germany,Male,51.0,2,123783.25,1,1,1,134901.57,0,0.84,2023
759,Germany,Male,30.0,4,101802.67,1,0,0,8693.8,0,1.68,2023
604,France,Male,33.0,3,148659.48,1,0,0,42437.75,0,1.26,2023
725,France,Male,35.0,7,75915.75,1,1,0,150507.43,0,2.94,2023
623,France,Male,40.0,5,118788.57,1,1,0,192867.4,0,2.1,2023
714,Germany,Male,53.0,1,99141.86,1,1,1,72496.05,1,0.42,2023
779,France,Male,32.0,10,80728.15,1,1,0,86306.75,0,4.2,2023
733,Spain,Male,44.0,3,106070.89,1,0,1,101617.43,0,1.26,2023
775,France,Male,40.0,9,126212.64,1,1,0,70196.57,0,3.78,2023
538,Spain,Male,68.0,9,0.0,2,1,0,110440.5,1,3.78,2023
602,France,Male,38.0,7,111835.94,2,1,0,124389.61,0,2.94,2023
615,France,Male,30.0,8,0.0,2,0,0,3183.15,0,3.36,2023
615,France,Male,32.0,1,0.0,2,0,0,2139.25,0,0.42,2023
544,Germany,Male,44.0,2,108895.93,1,0,0,69228.2,1,0.84,2023
573,Spain,Male,56.0,3,154669.77,1,0,1,115462.27,1,1.26,2023
555,Spain,Male,50.0,7,128061.0,2,1,1,62375.1,0,2.94,2023
770,Spain,Male,46.0,9,190678.02,1,1,1,14725.36,0,3.78,2023
784,France,Male,38.0,5,136712.91,1,0,1,169920.92,0,2.1,2023
646,Spain,Male,69.0,10,115462.44,1,1,0,40421.87,0,4.2,2023
638,France,Male,34.0,5,133501.36,1,0,1,155643.04,0,2.1,2023
632,Germany,Male,30.0,1,58668.02,1,1,1,78670.52,0,0.42,2023
850,Spain,Male,44.0,7,89118.26,1,1,0,104240.77,1,2.94,2023
609,Spain,Male,34.0,7,140694.78,2,1,0,46266.63,0,2.94,2023
701,Germany,Male,36.0,7,95448.32,2,1,0,189085.07,0,2.94,2023
651,France,Male,34.0,4,91562.99,1,1,1,123954.15,0,1.68,2023
508,France,Male,31.0,8,72541.48,1,1,0,129803.08,0,3.36,2023
489,France,Male,34.0,5,0.0,1,0,0,43540.59,0,2.1,2023
714,Spain,Male,27.0,3,0.0,3,1,1,129130.09,0,1.26,2023
748,Spain,Male,60.0,3,0.0,2,1,1,78194.37,0,1.26,2023
691,Spain,Male,21.0,3,103000.94,1,1,1,104648.58,0,1.26,2023
507,Germany,Male,31.0,2,134237.07,1,1,1,166423.66,1,0.84,2023
724,Germany,Male,34.0,6,118235.7,2,0,0,157137.23,0,2.52,2023
580,Germany,Male,38.0,9,115442.19,2,1,0,128481.5,1,3.78,2023
850,France,Male,38.0,5,0.0,2,1,0,16491.64,0,2.1,2023
714,Spain,Male,25.0,2,0.0,1,1,1,132979.43,0,0.84,2023
554,Spain,Male,30.0,6,135370.12,1,1,1,179689.05,1,2.52,2023
549,Germany,Male,54.0,5,92877.33,1,1,0,2619.64,1,2.1,2023
720,Germany,Male,46.0,3,97042.6,1,1,1,133516.51,1,1.26,2023
743,Spain,Male,41.0,7,0.0,1,1,0,163736.09,1,2.94,2023
615,Germany,Male,24.0,8,108528.07,2,0,0,179488.41,1,3.36,2023
686,Spain,Male,45.0,3,74274.87,3,1,0,64907.48,1,1.26,2023
695,France,Male,43.0,1,100421.1,1,1,1,101141.28,0,0.42,2023
564,France,Male,26.0,7,84006.88,2,0,0,183490.99,0,2.94,2023
558,Spain,Male,45.0,4,0.0,1,1,0,131807.14,0,1.68,2023
755,France,Male,36.0,8,0.0,2,1,0,176809.87,0,3.36,2023
483,France,Male,48.0,1,0.0,2,1,1,110059.38,0,0.42,2023
678,France,Male,66.0,8,0.0,2,1,1,47117.03,0,3.36,2023
523,Germany,Male,27.0,8,61688.61,2,1,0,147059.16,0,3.36,2023
662,France,Male,74.0,6,0.0,2,1,0,123583.85,0,2.52,2023
573,Spain,Male,50.0,0,159304.07,1,0,1,155915.24,1,0.0,2023
648,Germany,Male,33.0,5,138664.24,1,1,0,29076.27,0,2.1,2023
725,France,Male,39.0,4,160652.45,2,1,0,57643.55,0,1.68,2023
628,France,Male,31.0,0,88421.81,1,0,0,72350.47,0,0.0,2023
688,Germany,Male,41.0,2,112871.19,2,0,1,65520.74,0,0.84,2023
850,Germany,Male,41.0,8,60880.68,1,1,0,31825.84,0,3.36,2023
669,France,Male,29.0,7,0.0,2,1,1,138145.62,0,2.94,2023
438,Germany,Male,59.0,7,127197.14,1,1,0,51565.98,1,2.94,2023
492,France,Male,39.0,7,0.0,2,0,1,71323.23,0,2.94,2023
645,France,Male,42.0,4,98298.18,1,1,1,676.06,0,1.68,2023
728,France,Male,37.0,0,0.0,2,1,1,72203.8,0,0.0,2023
651,France,Male,35.0,2,86911.8,1,1,0,174094.24,0,0.84,2023
660,France,Male,30.0,7,146301.31,1,0,0,96847.91,0,2.94,2023
718,France,Male,38.0,7,0.0,2,1,0,38308.34,0,2.94,2023
787,France,Male,51.0,0,58137.08,1,0,1,142538.31,0,0.0,2023
479,Germany,Male,24.0,6,107637.97,2,0,1,169505.83,0,2.52,2023
721,Germany,Male,68.0,4,136525.99,1,0,0,175399.14,0,1.68,2023
659,Germany,Male,39.0,8,52106.33,2,1,1,107964.36,0,3.36,2023
604,Spain,Male,43.0,2,145081.72,1,1,1,23881.62,0,0.84,2023
687,France,Male,34.0,7,129895.19,1,0,1,28698.17,0,2.94,2023
756,Germany,Male,41.0,6,149049.92,1,0,1,50422.36,1,2.52,2023
503,Germany,Male,42.0,9,153279.39,1,1,1,151336.96,0,3.78,2023
657,Spain,Male,42.0,5,41473.33,1,1,0,112979.6,1,2.1,2023
615,Germany,Male,39.0,5,113193.51,2,1,1,52166.25,0,2.1,2023
712,Germany,Male,27.0,8,113174.21,2,1,0,147261.58,0,3.36,2023
471,France,Male,42.0,3,164951.56,1,1,0,190531.77,0,1.26,2023
608,Spain,Male,27.0,4,153325.1,1,1,1,199953.33,0,1.68,2023
626,France,Male,38.0,7,141074.59,1,1,0,52795.56,1,2.94,2023
588,Spain,Male,59.0,4,0.0,2,1,1,27435.41,0,1.68,2023
621,Spain,Male,33.0,4,0.0,2,1,1,40299.23,0,1.68,2023
674,France,Male,26.0,6,166257.96,1,1,1,149369.41,0,2.52,2023
508,France,Male,26.0,7,205962.0,1,1,0,156424.4,0,2.94,2023
672,Germany,Male,68.0,0,126061.51,2,1,1,184936.77,0,0.0,2023
712,France,Male,32.0,9,100606.02,1,1,0,165693.06,0,3.78,2023
676,France,Male,38.0,1,0.0,2,0,1,35644.79,0,0.42,2023
739,France,Male,29.0,1,0.0,2,1,1,164484.78,0,0.42,2023
666,France,Male,36.0,3,0.0,2,1,0,35156.54,0,1.26,2023
633,France,Male,59.0,2,103996.74,1,1,1,103159.11,0,0.84,2023
578,France,Male,34.0,4,175111.11,1,1,1,74858.3,0,1.68,2023
809,Germany,Male,33.0,8,148055.74,1,0,0,199203.21,0,3.36,2023
615,France,Male,36.0,6,0.0,1,1,1,27011.8,1,2.52,2023
544,France,Male,40.0,8,0.0,2,1,0,61581.2,0,3.36,2023
713,Germany,Male,47.0,1,95994.98,1,1,0,197529.23,0,0.42,2023
633,France,Male,37.0,2,0.0,2,1,0,182258.17,0,0.84,2023
661,France,Male,35.0,5,0.0,1,1,0,155394.52,0,2.1,2023
641,France,Male,41.0,6,0.0,2,1,0,65396.79,0,2.52,2023
633,Germany,Male,30.0,2,109786.82,2,1,1,139712.81,0,0.84,2023
413,Spain,Male,35.0,2,0.0,2,1,1,60972.84,0,0.84,2023
538,France,Male,31.0,1,0.0,2,1,0,1375.46,0,0.42,2023
612,Spain,Male,33.0,5,69478.57,1,1,0,8973.67,1,2.1,2023
767,France,Male,36.0,3,0.0,1,0,0,65147.27,0,1.26,2023
640,France,Male,40.0,8,110340.68,1,1,1,157886.6,0,3.36,2023
778,France,Male,33.0,1,0.0,2,1,0,85439.73,0,0.42,2023
679,Germany,Male,52.0,9,135870.01,2,0,0,54038.62,0,3.78,2023
549,France,Male,31.0,4,0.0,2,0,1,25684.85,0,1.68,2023
598,France,Male,47.0,2,0.0,2,1,1,186116.54,0,0.84,2023
494,France,Male,30.0,3,85704.95,1,0,1,27886.06,0,1.26,2023
751,Germany,Male,34.0,9,108513.25,2,1,1,27097.82,0,3.78,2023
528,France,Male,35.0,3,156687.1,1,1,0,199320.77,0,1.26,2023
696,Germany,Male,31.0,3,150604.52,1,0,0,5566.6,0,1.26,2023
850,Germany,Male,61.0,3,141784.02,1,1,1,92053.75,0,1.26,2023
850,Spain,Male,31.0,6,82613.56,2,1,0,149170.92,0,2.52,2023
570,France,Male,30.0,2,131406.56,1,1,1,47952.45,0,0.84,2023
771,Germany,Male,32.0,9,77487.2,1,0,0,33143.04,0,3.78,2023
698,Spain,Male,45.0,5,164450.94,1,1,0,141970.02,1,2.1,2023
656,France,Male,33.0,7,138705.02,2,1,0,37136.15,0,2.94,2023
761,Spain,Male,37.0,7,132730.17,1,1,0,199293.01,0,2.94,2023
592,France,Male,28.0,2,116498.22,1,1,0,144290.25,0,0.84,2023
666,France,Male,51.0,2,148222.65,1,0,0,156953.54,1,0.84,2023
726,Spain,Male,30.0,8,134152.29,1,1,1,147822.44,0,3.36,2023
617,Spain,Male,38.0,7,0.0,1,1,1,27239.28,0,2.94,2023
652,Germany,Male,46.0,10,121063.8,3,1,0,151481.86,1,4.2,2023
629,Spain,Male,39.0,5,0.0,2,0,0,116748.14,0,2.1,2023
676,France,Male,38.0,8,0.0,2,1,1,133692.88,0,3.36,2023
581,Spain,Male,43.0,9,78022.61,1,0,1,30662.91,0,3.78,2023
798,France,Male,34.0,9,154495.79,1,1,0,191395.88,0,3.78,2023
705,France,Male,38.0,1,189443.72,1,0,1,106648.58,0,0.42,2023
697,Germany,Male,43.0,7,115371.94,2,1,0,64139.1,0,2.94,2023
609,France,Male,37.0,6,0.0,2,0,1,22030.72,0,2.52,2023
548,Spain,Male,38.0,0,178056.54,2,1,0,38434.73,0,0.0,2023
850,Spain,Male,39.0,6,206014.94,2,0,1,42774.84,1,2.52,2023
656,France,Male,41.0,2,0.0,2,1,0,158973.77,0,0.84,2023
727,Germany,Male,37.0,9,101191.83,1,1,1,34551.35,1,3.78,2023
710,Spain,Male,33.0,1,0.0,2,1,0,168313.17,0,0.42,2023
586,Germany,Male,32.0,1,149814.54,1,1,0,31830.06,0,0.42,2023
630,France,Male,28.0,9,0.0,2,0,0,32599.35,0,3.78,2023
673,Spain,Male,39.0,8,138160.0,1,1,1,110468.51,0,3.36,2023
850,Germany,Male,37.0,9,122506.38,1,0,1,199693.84,1,3.78,2023
537,France,Male,59.0,9,0.0,2,0,0,103799.77,1,3.78,2023
581,France,Male,30.0,1,0.0,2,1,0,199464.08,0,0.42,2023
592,France,Male,39.0,7,0.0,2,1,0,83084.33,0,2.94,2023
658,Germany,Male,37.0,3,168735.74,2,0,0,70370.24,0,1.26,2023
792,France,Male,34.0,1,0.0,1,0,1,86330.32,0,0.42,2023
562,Germany,Male,31.0,4,127237.25,2,0,1,143317.42,0,1.68,2023
678,Germany,Male,36.0,1,117864.85,2,1,0,27619.06,0,0.42,2023
650,Germany,Male,23.0,4,93911.3,2,1,0,69055.45,0,1.68,2023
584,Germany,Male,32.0,8,40172.91,1,1,1,137439.34,0,3.36,2023
516,France,Male,33.0,7,115195.58,1,1,1,11205.5,0,2.94,2023
598,Germany,Male,20.0,8,180293.84,2,1,1,29552.7,0,3.36,2023
833,Germany,Male,29.0,1,96462.25,2,0,1,48986.18,0,0.42,2023
580,Germany,Male,39.0,3,119688.81,1,1,0,137041.26,0,1.26,2023
691,France,Male,38.0,1,0.0,2,0,0,44653.5,0,0.42,2023
534,France,Male,52.0,1,0.0,3,1,1,104035.41,1,0.42,2023
501,France,Male,37.0,4,0.0,2,0,0,12470.3,0,1.68,2023
603,France,Male,30.0,8,0.0,2,1,1,47536.46,0,3.36,2023
422,France,Male,41.0,6,153238.88,1,1,0,11663.09,0,2.52,2023
615,France,Male,35.0,7,0.0,2,1,0,150784.29,0,2.94,2023
834,France,Male,36.0,8,142882.49,1,1,0,89983.02,1,3.36,2023
743,Germany,Male,65.0,2,131935.51,1,1,1,96399.67,1,0.84,2023
567,France,Male,38.0,6,127678.8,2,0,0,45422.89,0,2.52,2023
638,France,Male,46.0,9,139859.54,1,1,0,38967.29,0,3.78,2023
642,Germany,Male,30.0,8,134497.27,1,0,0,43250.54,0,3.36,2023
623,France,Male,23.0,1,106012.2,2,0,1,191415.94,0,0.42,2023
681,France,Male,25.0,5,0.0,1,0,1,90860.97,0,2.1,2023
653,France,Male,51.0,3,0.0,1,1,0,170426.65,1,1.26,2023
850,Germany,Male,42.0,8,119839.69,1,0,1,51016.02,1,3.36,2023
581,Spain,Male,34.0,1,0.0,2,0,1,81175.25,0,0.42,2023
589,Germany,Male,38.0,8,92219.21,1,1,0,99106.97,0,3.36,2023
555,Germany,Male,48.0,3,142055.41,2,0,1,79134.78,0,1.26,2023
730,France,Male,34.0,1,0.0,2,1,1,126592.01,0,0.42,2023
778,France,Male,37.0,3,141803.77,1,0,1,179421.84,0,1.26,2023
812,France,Male,24.0,10,0.0,2,1,1,156906.15,0,4.2,2023
526,France,Male,42.0,1,0.0,1,0,1,168486.02,0,0.42,2023
680,France,Male,33.0,2,108393.35,1,0,1,39057.67,0,0.84,2023
567,Spain,Male,43.0,2,115643.58,2,0,0,174606.35,0,0.84,2023
564,Spain,Male,48.0,5,132876.23,1,1,0,79259.77,0,2.1,2023
629,France,Male,46.0,1,130666.2,1,1,1,161125.67,1,0.42,2023
605,France,Male,39.0,7,0.0,1,0,1,119348.28,0,2.94,2023
650,Spain,Male,32.0,1,132187.73,2,1,1,178331.36,0,0.42,2023
850,Germany,Male,49.0,8,98649.55,1,1,0,119174.88,1,3.36,2023
489,Germany,Male,38.0,2,126444.08,2,1,1,82662.73,0,0.84,2023
477,Germany,Male,48.0,8,129250.0,2,1,1,157937.35,0,3.36,2023
516,Germany,Male,50.0,7,139675.07,2,1,0,45591.23,0,2.94,2023
485,Germany,Male,34.0,3,133658.24,1,1,0,70209.83,0,1.26,2023
446,Germany,Male,25.0,3,136202.78,1,1,0,176743.51,0,1.26,2023
712,Spain,Male,74.0,5,0.0,2,0,0,151425.82,0,2.1,2023
670,Germany,Male,31.0,1,142631.54,2,1,1,175894.24,0,0.42,2023
670,France,Male,33.0,2,141204.65,2,1,0,76257.46,0,0.84,2023
622,Spain,Male,39.0,9,0.0,2,0,1,100862.36,0,3.78,2023
687,France,Male,48.0,4,0.0,2,1,1,170893.85,0,1.68,2023
700,Spain,Male,28.0,8,159900.38,1,0,0,22698.56,0,3.36,2023
652,Spain,Male,58.0,6,0.0,2,0,1,170025.43,0,2.52,2023
620,Germany,Male,35.0,0,76989.97,1,1,1,17242.79,0,0.0,2023
786,France,Male,35.0,3,0.0,2,1,0,92712.97,0,1.26,2023
749,Germany,Male,54.0,3,144768.94,1,1,0,93336.3,1,1.26,2023
445,France,Male,31.0,7,145056.59,1,1,1,175893.53,0,2.94,2023
443,Germany,Male,50.0,3,117206.3,1,1,0,42840.18,1,1.26,2023
637,Germany,Male,41.0,2,138014.4,2,1,0,140298.24,0,0.84,2023
644,France,Male,33.0,2,0.0,1,1,0,96420.58,0,0.84,2023
850,Germany,Male,41.0,1,176958.46,2,0,1,125806.3,0,0.42,2023
580,Spain,Male,61.0,8,125921.37,1,1,1,94677.83,0,3.36,2023
676,Germany,Male,48.0,3,80697.44,1,0,0,101397.86,0,1.26,2023
809,France,Male,24.0,7,109558.36,1,1,0,183515.13,0,2.94,2023
588,France,Male,38.0,1,124271.26,1,1,0,75969.19,0,0.42,2023
623,France,Male,43.0,1,0.0,2,1,1,146379.3,0,0.42,2023
537,Spain,Male,42.0,1,190569.23,1,0,1,127154.8,0,0.42,2023
536,Spain,Male,53.0,2,143923.96,1,1,0,2019.78,1,0.84,2023
769,France,Male,48.0,2,96542.16,2,0,1,197885.72,0,0.84,2023
690,France,Male,33.0,5,0.0,2,1,0,138017.68,0,2.1,2023
771,Spain,Male,45.0,0,139825.56,1,0,0,170984.97,1,0.0,2023
497,Germany,Male,24.0,6,111769.14,2,1,0,55859.27,0,2.52,2023
622,Spain,Male,37.0,4,0.0,2,1,0,4459.5,0,1.68,2023
602,Spain,Male,30.0,9,113672.18,2,0,0,102135.92,0,3.78,2023
520,Spain,Male,45.0,7,107023.03,1,1,0,32903.93,0,2.94,2023
669,France,Male,37.0,1,125529.55,1,1,1,162260.93,0,0.42,2023
537,Germany,Male,48.0,4,131834.8,1,1,0,166476.95,1,1.68,2023
732,France,Male,62.0,2,0.0,2,1,1,25438.87,0,0.84,2023
844,Spain,Male,56.0,5,99529.7,1,0,1,157230.06,1,2.1,2023
838,Spain,Male,35.0,0,0.0,2,0,1,197305.91,0,0.0,2023
652,France,Male,27.0,10,107303.72,2,0,0,44435.76,0,4.2,2023
660,France,Male,33.0,0,72783.42,1,0,0,181051.99,0,0.0,2023
850,France,Male,43.0,4,161256.53,1,1,1,140071.57,0,1.68,2023
511,France,Male,27.0,8,0.0,2,1,1,49089.36,0,3.36,2023
530,Spain,Male,44.0,6,0.0,2,0,0,55893.37,0,2.52,2023
554,France,Male,31.0,1,0.0,2,0,1,192660.55,0,0.42,2023
754,France,Male,39.0,3,74896.33,1,0,0,34430.16,0,1.26,2023
474,France,Male,54.0,3,0.0,1,1,0,108409.17,1,1.26,2023
837,Germany,Male,35.0,0,144037.6,1,1,0,145325.32,0,0.0,2023
800,Spain,Male,38.0,1,0.0,2,1,0,51553.43,0,0.42,2023
646,France,Male,18.0,10,0.0,2,0,1,52795.15,0,4.2,2023
627,Germany,Male,38.0,8,106922.92,2,0,1,84270.09,0,3.36,2023
505,France,Male,26.0,8,112972.57,1,1,0,145011.62,0,3.36,2023
648,France,Male,32.0,0,0.0,1,0,1,117323.31,0,0.0,2023
621,Spain,Male,42.0,8,68683.68,1,1,1,74157.71,0,3.36,2023
543,Germany,Male,49.0,6,59532.18,1,1,0,104253.56,0,2.52,2023
633,Germany,Male,50.0,7,88302.65,1,1,1,195937.16,0,2.94,2023
501,Germany,Male,40.0,5,114655.58,1,0,0,126535.92,0,2.1,2023
725,France,Male,43.0,2,165896.0,2,1,0,130795.52,0,0.84,2023
791,France,Male,36.0,6,111168.97,1,1,1,189969.91,0,2.52,2023
535,France,Male,30.0,6,103804.97,1,1,1,125710.53,0,2.52,2023
651,France,Male,45.0,2,165901.59,2,1,0,23054.51,1,0.84,2023
506,Germany,Male,59.0,8,119152.1,2,1,1,170679.74,0,3.36,2023
768,Germany,Male,49.0,1,133384.66,1,1,0,102397.22,1,0.42,2023
757,France,Male,32.0,9,0.0,2,1,0,115950.96,0,3.78,2023
663,Spain,Male,64.0,6,0.0,2,0,1,15876.52,0,2.52,2023
570,Germany,Male,29.0,4,122028.65,2,1,1,173792.77,0,1.68,2023
659,France,Male,54.0,8,133436.52,1,1,0,56787.8,0,3.36,2023
454,Spain,Male,40.0,2,123177.01,1,1,0,148309.98,0,0.84,2023
557,Spain,Male,34.0,3,0.0,1,0,1,123427.98,0,1.26,2023
850,France,Male,40.0,1,76914.21,1,1,0,174183.44,0,0.42,2023
756,France,Male,34.0,1,103133.26,1,1,1,90059.04,0,0.42,2023
752,France,Male,38.0,0,145974.79,2,1,1,137694.23,0,0.0,2023
685,Spain,Male,39.0,9,0.0,2,1,1,18826.06,0,3.78,2023
615,Spain,Male,19.0,5,0.0,2,1,0,159920.92,0,2.1,2023
487,Spain,Male,44.0,6,61691.45,1,1,1,53087.98,0,2.52,2023
526,Spain,Male,35.0,5,0.0,2,1,1,105618.14,0,2.1,2023
767,Spain,Male,37.0,7,0.0,2,1,1,24734.25,0,2.94,2023
613,Germany,Male,40.0,1,147856.82,3,0,0,107961.11,1,0.42,2023
711,Spain,Male,36.0,8,0.0,2,1,0,55207.41,0,3.36,2023
529,France,Male,42.0,1,157498.9,1,1,1,82276.62,0,0.42,2023
691,France,Male,41.0,2,0.0,1,1,1,56850.92,1,0.84,2023
621,Spain,Male,34.0,8,0.0,1,0,0,47972.65,0,3.36,2023
709,Spain,Male,35.0,2,0.0,2,1,0,104982.39,0,0.84,2023
756,Spain,Male,19.0,4,130274.22,1,1,1,133535.29,0,1.68,2023
483,France,Male,29.0,9,0.0,1,1,1,81634.45,0,3.78,2023
719,Spain,Male,35.0,1,100829.94,1,1,1,165008.97,0,0.42,2023
593,France,Male,41.0,6,0.0,2,1,1,99136.49,0,2.52,2023
551,France,Male,52.0,1,0.0,1,0,0,63584.55,1,0.42,2023
690,France,Male,39.0,6,0.0,2,1,0,160532.88,0,2.52,2023
823,France,Male,71.0,5,149105.08,1,0,1,162683.06,0,2.1,2023
512,Spain,Male,39.0,3,0.0,1,1,0,134878.19,0,1.26,2023
802,Spain,Male,41.0,5,0.0,2,1,1,134626.3,0,2.1,2023
651,Germany,Male,41.0,1,90218.11,1,1,0,174337.68,0,0.42,2023
611,France,Male,28.0,2,0.0,2,0,0,25395.83,0,0.84,2023
822,France,Male,37.0,3,105563.0,1,1,0,182624.93,0,1.26,2023
632,France,Male,38.0,4,0.0,2,0,0,192505.62,0,1.68,2023
672,France,Male,31.0,6,91125.75,1,1,0,177295.92,0,2.52,2023
517,Spain,Male,39.0,3,0.0,2,0,1,12465.51,0,1.26,2023
621,Spain,Male,39.0,8,0.0,2,1,0,36122.96,0,3.36,2023
600,France,Male,29.0,8,0.0,2,0,1,34747.43,0,3.36,2023
640,France,Male,28.0,7,0.0,2,1,1,131097.9,0,2.94,2023
613,France,Male,26.0,4,100446.57,1,0,1,149653.81,0,1.68,2023
727,France,Male,35.0,5,136364.46,1,0,0,142754.71,0,2.1,2023
622,France,Male,31.0,5,106260.67,1,1,1,2578.43,0,2.1,2023
794,France,Male,24.0,10,146126.75,1,1,1,88992.05,0,4.2,2023
636,Spain,Male,52.0,4,111284.53,1,0,1,32936.44,1,1.68,2023
687,France,Male,34.0,5,128270.56,1,1,0,191092.62,0,2.1,2023
660,Spain,Male,30.0,4,0.0,2,1,0,129149.06,0,1.68,2023
660,France,Male,35.0,7,0.0,2,1,0,13218.6,0,2.94,2023
762,France,Male,32.0,10,191775.65,1,1,0,179657.83,0,4.2,2023
561,Spain,Male,34.0,4,85141.79,2,1,1,29217.37,0,1.68,2023
609,France,Male,26.0,10,126392.18,1,0,1,43651.49,0,4.2,2023
803,France,Male,28.0,3,0.0,2,1,0,159654.0,0,1.26,2023
683,Spain,Male,56.0,7,50911.21,3,0,0,97629.31,1,2.94,2023
654,France,Male,29.0,2,91955.61,1,1,0,37065.66,0,0.84,2023
635,France,Male,42.0,1,146766.72,2,0,1,164357.1,0,0.42,2023
491,Germany,Male,70.0,6,148745.92,2,1,1,17818.33,0,2.52,2023
516,France,Male,27.0,9,0.0,1,1,0,142680.64,1,3.78,2023
687,Spain,Male,35.0,3,0.0,2,1,1,176450.19,0,1.26,2023
706,Germany,Male,23.0,2,93301.97,2,0,1,127187.04,0,0.84,2023
490,Germany,Male,33.0,5,96341.0,2,0,0,108313.34,0,2.1,2023
796,France,Male,44.0,8,165326.2,1,1,1,57205.55,0,3.36,2023
849,France,Male,27.0,0,0.0,2,0,1,157891.86,0,0.0,2023
748,Spain,Male,36.0,4,141573.55,1,1,0,82158.14,0,1.68,2023
737,France,Male,54.0,9,0.0,1,1,0,83470.4,1,3.78,2023
754,France,Male,37.0,6,0.0,1,1,1,116141.72,0,2.52,2023
669,France,Male,50.0,4,149713.61,3,1,1,124872.42,1,1.68,2023
763,France,Male,40.0,3,0.0,2,1,0,134281.11,0,1.26,2023
790,Spain,Male,32.0,3,0.0,1,1,0,91044.47,0,1.26,2023
581,France,Male,37.0,7,0.0,2,1,1,74320.75,0,2.94,2023
703,France,Male,43.0,8,0.0,2,1,0,9704.66,0,3.36,2023
737,France,Male,44.0,7,0.0,2,0,0,57898.58,0,2.94,2023
793,Spain,Male,29.0,8,96674.55,2,0,0,192120.66,0,3.36,2023
751,Spain,Male,33.0,4,79281.61,1,1,0,117547.76,0,1.68,2023
579,France,Male,31.0,6,0.0,2,1,0,26149.25,0,2.52,2023
614,Germany,Male,43.0,8,140733.74,1,1,1,166588.76,0,3.36,2023
678,Germany,Male,49.0,2,116933.11,1,1,0,195053.58,1,0.84,2023
562,Spain,Male,41.0,5,165445.04,2,1,0,85787.31,0,2.1,2023
620,France,Male,37.0,0,107548.94,1,1,0,71175.94,0,0.0,2023
437,France,Male,49.0,9,111634.29,2,0,1,166440.32,0,3.78,2023
765,Germany,Male,34.0,5,86055.17,2,1,1,104220.5,0,2.1,2023
764,Spain,Male,29.0,5,0.0,2,1,0,65868.28,0,2.1,2023
784,France,Male,31.0,7,0.0,2,1,1,143204.41,0,2.94,2023
605,France,Male,41.0,5,91612.91,1,1,1,28427.84,0,2.1,2023
699,Spain,Male,40.0,2,0.0,1,1,0,78387.32,0,0.84,2023
735,France,Male,41.0,7,179904.0,1,1,1,137180.95,0,2.94,2023
673,France,Male,59.0,0,178058.06,2,0,1,21063.71,1,0.0,2023
652,France,Male,30.0,2,176166.56,2,1,1,152210.81,0,0.84,2023
694,France,Male,42.0,3,156864.2,2,0,0,88890.75,0,1.26,2023
590,Spain,Male,30.0,3,0.0,2,1,0,83090.35,0,1.26,2023
523,France,Male,34.0,2,161588.89,1,1,1,51358.66,0,0.84,2023
540,France,Male,48.0,2,109349.29,1,1,0,88703.04,1,0.84,2023
407,Spain,Male,37.0,1,0.0,1,1,1,49161.12,1,0.42,2023
748,France,Male,60.0,0,152335.7,1,1,0,126743.33,1,0.0,2023
710,France,Male,45.0,1,0.0,2,1,1,36154.66,0,0.42,2023
542,France,Male,32.0,7,107871.72,1,1,0,125302.64,0,2.94,2023
515,France,Male,33.0,2,0.0,2,1,1,136028.97,0,0.84,2023
702,France,Male,26.0,5,56738.47,2,1,1,100442.22,1,2.1,2023
651,Germany,Male,34.0,2,90355.12,2,0,0,193597.94,0,0.84,2023
792,Germany,Male,36.0,5,115725.24,2,0,0,1871.25,0,2.1,2023
817,Germany,Male,58.0,3,114327.59,2,1,1,42831.11,0,1.26,2023
513,Spain,Male,39.0,7,89039.9,2,1,1,146738.83,0,2.94,2023
561,France,Male,34.0,1,78829.53,1,1,1,12148.2,0,0.42,2023
627,Germany,Male,30.0,6,112372.96,1,1,1,118029.09,0,2.52,2023
682,Germany,Male,81.0,6,122029.15,1,1,1,50783.88,0,2.52,2023
505,Germany,Male,43.0,6,127146.68,1,0,0,137565.87,0,2.52,2023
580,Germany,Male,24.0,1,133811.78,1,1,0,17185.95,1,0.42,2023
577,France,Male,36.0,3,121092.47,2,0,1,143783.46,0,1.26,2023
773,Germany,Male,34.0,10,126979.75,1,0,0,36823.28,0,4.2,2023
616,France,Male,37.0,5,144235.73,2,0,0,154957.66,1,2.1,2023
640,Spain,Male,43.0,9,172478.15,1,1,0,191084.4,1,3.78,2023
592,France,Male,36.0,1,126477.42,1,0,0,179718.17,0,0.42,2023
528,Spain,Male,43.0,7,97473.87,2,1,1,159823.16,0,2.94,2023
630,France,Male,53.0,5,138053.67,1,0,1,114110.97,0,2.1,2023
567,France,Male,36.0,1,0.0,2,0,0,8555.73,0,0.42,2023
658,France,Male,20.0,7,0.0,2,0,0,187638.34,0,2.94,2023
